tipo	fabricante	modelo	portas/capacidade	autonomia	ano	placa	renavam	chassi	reservado
van	Mercedes-Benz	Sprinter	13	11.44	2017	PLF-8515	95288566681	9BMC6WH23SUBLFVBM	False
carro	Toyota	Corolla	4	10.59	2017	OND-0688	14531597759	9BR9Z044K9ZXBNEB9	False
carro	Honda	Civic	4	12.38	2017	PVI-8651	09609155538	93HW3AJIDWSK9751X	False
carro	Fiat	Uno	4	10.34	2017	POT-1258	41657376553	9BD16406CEIHTJGS8	False
carro	Renault	Sandero	2	11.54	2014	ODT-9248	19797894733	93YN4N8YNJCGP7HBW	False
van	Fiat	Ducato	15	10.04	2016	OGY-3893	68103674615	9BD2XE4IMLO449N92	False
carro	Fiat	Uno	4	9.05	2017	PEI-4988	85784856344	9BDWXA459A9L7199P	True
van	Fiat	Ducato	13	13.17	2017	PZS-6120	77909944119	9BDM5UDT1R9D2T8BK	False
carro	Fiat	Uno	4	14.23	2014	PCP-1249	92401842861	9BDKE1MTSEAGX4EJ5	False
ute	Mercedes-Benz	Sprinter	1800	13.29	2015	PYO-4783	25859275635	9BM62X34IU483WBVD	True
carro	Ford	Ka	4	9.39	2017	PJO-6783	60174281201	9BFNZC866M83FGSS3	False
carro	Fiat	Uno	4	4.17	2015	PHC-0275	79809499551	9BDU1R4LGL0LFMNGG	False
van	Fiat	Ducato	8	11.32	2015	PNO-6723	74184106165	9BDVIDAY4XTXK2DD4	False
van	Fiat	Ducato	16	12.86	2017	PTD-6020	56327706628	9BDGF83DUMPXBQ2V1	True
carro	Volkswagen	Gol	4	5.72	2015	PLG-6424	41597872008	9BWBDBTW25TDMF2CO	False
carro	Honda	Civic	4	8.24	2017	PBL-7699	93780857159	93HNZYATAQWI8IXGV	False
van	Fiat	Ducato	5	8.76	2017	PVK-2362	42669335531	9BDCLP5AC8SUA7ZX6	False
ute	Mercedes-Benz	Sprinter	1800	12.33	2015	PFX-2964	08138954734	9BMWS2ULTAV6XI6EO	False
carro	Renault	Sandero	4	12.48	2017	PDI-9842	54925362718	93YB66PA2RKPVDSW2	True
carro	Chevrolet	Prisma	4	13.67	2015	PXV-8770	34286252200	9BGB3ZR6GMABJQZY9	False
carro	Volkswagen	Gol	4	8.08	2015	PSF-4155	78696326632	9BW64M7LGBV0A6MQW	False
carro	Chevrolet	Spin	4	14.58	2016	PMC-9393	52765466573	9BG3G01WJ1Z4RB8FH	False
ute	Mercedes-Benz	Sprinter	1800	14.22	2017	PMW-4065	20962052141	9BMBZLJJNU4JEAVLQ	False
van	Mercedes-Benz	Sprinter	18	11.39	2016	PKL-4122	55689030282	9BMEQ3G3APWGAUP3H	False
carro	Renault	Logan	4	14.01	2016	PHA-0343	74994107460	93Y3VFH1MWP85I1WW	True
carro	Fiat	Uno	2	6.13	2015	POF-6383	26806268727	9BDU3EGSQ2MRFEA2F	False
carro	Ford	Ka	4	11.49	2014	OYM-5889	19658904772	9BFZ20GW60I08B42H	False
carro	Renault	Sandero	2	11.0	2015	PPP-7066	00158843955	93Y9XWL5XMP4VRWGF	False
carro	Chevrolet	Onix	2	10.24	2017	PEM-6169	40620915069	9BGIJKU249VJWIM5X	False
carro	Chevrolet	Onix	4	6.11	2017	PRI-2028	22632946395	9BG8ZAJQAGPKMKWEJ	True
carro	Toyota	Corolla	4	8.83	2017	OJA-8506	71619219499	9BR1HTHY27RSE0D7P	True
carro	Honda	Civic	2	11.55	2015	POD-8495	86660487730	93H5YRBY8YEIB6KYB	False
carro	Toyota	Corolla	4	16.02	2017	PVW-5126	75171783124	9BRXECEA3310PMK3P	False
van	Mercedes-Benz	Sprinter	12	9.82	2015	PFH-0437	15509633527	9BMA2DU51ZUCLBOAA	False
ute	Mercedes-Benz	Sprinter	1800	8.98	2017	PYQ-4183	58097439454	9BMD5RWXBMBKDLKDS	False
van	Fiat	Ducato	13	16.52	2015	OXS-3281	55807372122	9BDUYRTN01651EUOB	False
carro	Toyota	Corolla	4	14.21	2017	OKZ-3395	32281063886	9BREO036AZL1RC1TS	False
van	Fiat	Ducato	7	12.13	2016	PCY-6904	49734291122	9BDF6ZAINB6QQZ7IC	False
ute	Mercedes-Benz	Sprinter	1800	11.89	2016	OBI-6185	01807083535	9BMERTDIXEHZFLI62	False
van	Mercedes-Benz	Sprinter	16	13.76	2017	PDB-1310	10396725057	9BMYPMP23SLNPM6EM	False
carro	Renault	Sandero	4	14.38	2015	PLZ-9811	71193837710	93YWZ1MBIU95TNNQ7	False
van	Mercedes-Benz	Sprinter	8	14.79	2014	PNB-7848	38043962040	9BM7H0TXA2UKUAOTL	True
van	Fiat	Ducato	15	9.99	2017	PWV-2808	25318043308	9BDDR9P01CPZJR7QJ	False
carro	Fiat	Uno	2	10.66	2014	PCQ-2410	94761085638	9BDBU09V7BR4DF86C	False
carro	Honda	Civic	4	12.7	2016	PUK-3395	24969290817	93H6O4DVL0XTZEMGC	False
van	Fiat	Ducato	14	10.57	2017	PMV-0382	45741612321	9BDCNC0QK4XLZKUEB	False
ute	Mercedes-Benz	Sprinter	1800	13.44	2016	PPA-9366	74828168183	9BMF89Y41OTPPDQZ1	False
ute	Mercedes-Benz	Sprinter	1800	8.11	2015	PCZ-6665	19699930336	9BMQQTXDF7CP77KLN	False
carro	Honda	Civic	4	13.39	2016	PXB-2637	82270775738	93HFHWO8YCMUS3YZA	False
van	Fiat	Ducato	12	13.05	2015	OGC-7478	44666458339	9BDTJDI6T0PBV866H	False
carro	Volkswagen	Gol	4	14.33	2016	PVY-0482	45730283718	9BW1RW3E7J2D37KLT	False
carro	Honda	Civic	4	11.24	2016	PLR-1373	46780491309	93HZY7G55HMNGX5YU	True
ute	Mercedes-Benz	Sprinter	1800	10.36	2017	PSG-9882	19341827796	9BMZWYFPFXHUX0QMG	False
carro	Ford	Ka	4	13.17	2017	OPH-4626	96395128838	9BFCBH70OE8L7ALZD	False
carro	Honda	Civic	4	15.93	2016	PHR-9808	61662997962	93H5AN4MHFKC2GVHX	False
carro	Chevrolet	Prisma	4	11.54	2016	OVU-3373	17410726369	9BG722UBD0A7VHF8L	False
carro	Renault	Sandero	4	12.95	2017	PPL-6951	84347499559	93YCAIEMXB8BMA7RY	False
ute	Fiat	Ducato	1800	10.13	2015	PUN-3455	92783755071	9BD7D8B5KILWVDSVT	False
ute	Mercedes-Benz	Sprinter	1800	11.72	2014	POZ-6457	64322205628	9BMYZBJZMXGAP4PB9	False
van	Mercedes-Benz	Sprinter	8	7.61	2017	PEZ-2492	91352151992	9BMPH61CVP2EZASOL	True
carro	Chevrolet	Spin	4	12.31	2017	PXT-5618	49917351375	9BG2WE0GAL9B1EK8U	False
carro	Honda	Civic	4	6.73	2016	PXU-2021	22036251173	93H4RR15H0YWEA9CL	True
carro	Volkswagen	Gol	4	9.47	2015	PWL-1088	38424884270	9BWASKKR9ZP2XBGXK	False
ute	Fiat	Ducato	1800	7.05	2016	PPA-8443	08555308924	9BDNXASZEYQS1NXL5	True
van	Fiat	Ducato	14	11.58	2015	ONB-1886	24042931542	9BDFM6L15MN6GWPEO	False
carro	Chevrolet	Prisma	2	13.85	2017	POG-8730	38295648718	9BG3ERS7Q1RCE5JND	False
carro	Chevrolet	Prisma	4	9.79	2016	PSO-8828	13913169166	9BGNO7H0B5M2S26XD	False
carro	Toyota	Corolla	4	9.57	2014	OUX-2459	61396464254	9BRY2H7I2C9JD1UOU	True
ute	Fiat	Ducato	1800	7.95	2014	PMW-5658	44493360505	9BDH2DT0A0Y67EYCQ	False
carro	Volkswagen	Gol	4	12.04	2014	PLK-8466	23192085398	9BWLLFAXSYBQZRK0F	False
ute	Mercedes-Benz	Sprinter	1800	13.75	2017	PVX-3386	18510466114	9BM7WO1SGWTPKH5BU	False
ute	Fiat	Ducato	1800	12.42	2017	PFN-0608	59423253453	9BD5GE0ZE4J9WH72S	False
carro	Honda	Civic	4	10.76	2017	PVW-6394	19846978618	93H2TYHYLSH24LW4N	False
carro	Chevrolet	Spin	4	9.37	2017	PMI-2138	01756251282	9BGBGM9UGV7MVVXWE	False
carro	Ford	Ka+	4	11.0	2017	PYM-9057	10181819951	9BFOEV5VAERELQAWE	False
carro	Chevrolet	Onix	4	12.74	2017	OHH-0907	67637368398	9BGKASE5JQF2U593I	False
van	Mercedes-Benz	Sprinter	8	12.86	2017	ONM-2269	42598752107	9BM3OY2E6JF12KSCH	False
van	Fiat	Ducato	11	13.37	2015	OJJ-2318	77341283539	9BDXXOTVTHJ4D606L	False
ute	Fiat	Ducato	1800	10.47	2014	ODJ-7261	10686884639	9BD67CELI0RX3PDSQ	False
van	Mercedes-Benz	Sprinter	11	13.81	2017	PAO-7694	06627904045	9BMYVDQGWAMN9RX5T	False
carro	Ford	Ka+	4	9.87	2014	PJH-8222	87839931628	9BFRTRA7V06IPOOB7	True
carro	Chevrolet	Prisma	2	8.02	2015	PSC-7903	29302187270	9BGES97QEMG37W5DV	False
carro	Toyota	Corolla	4	8.68	2017	OWQ-2005	47492358252	9BRIW78SWRB0PKNOJ	False
carro	Chevrolet	Spin	4	5.27	2016	OKP-8329	33426210224	9BGXERVFLY0IGSZKL	False
van	Fiat	Ducato	14	6.19	2015	PVL-9777	26909428409	9BDTTJHHDIIJD2ITT	False
ute	Fiat	Ducato	1800	13.79	2014	PZC-7948	60535115880	9BD127N1GSO51FW64	False
ute	Fiat	Ducato	1800	10.8	2016	PLW-0044	22163031317	9BDCSBK7RBLRAH6P4	False
carro	Volkswagen	Gol	4	12.71	2015	PUS-3613	20584380836	9BW351Y0KK1HLIYSS	False
carro	Honda	Civic	2	10.5	2016	PHJ-1781	97567042467	93HFQO04AAOV5CB3D	False
van	Fiat	Ducato	12	13.83	2015	OXW-5026	19916073356	9BDZ8RU4VYLTDLVCC	True
van	Mercedes-Benz	Sprinter	11	11.49	2017	PWN-3435	41790564300	9BMPREBZDP91JS8X1	False
carro	Honda	Civic	4	12.22	2015	OOY-2954	08760474843	93HUCJJVXJFPQXOZK	False
carro	Renault	Sandero	4	9.18	2014	PYP-0412	46614526195	93Y4IP9OODLD5G3W4	False
carro	Toyota	Corolla	4	11.06	2015	PUK-1275	43583554177	9BRD20RAGRV7HVH0K	False
carro	Renault	Sandero	4	8.58	2017	OBQ-9585	73866200717	93Y1PPP0B489QJ4V7	True
carro	Chevrolet	Prisma	4	15.25	2017	PDI-3078	32405369957	9BGFYQCL5S8MIUX8T	False
carro	Volkswagen	Gol	4	10.55	2017	PEE-4082	51872998853	9BWQ7RVMBXG62IY4C	True
van	Mercedes-Benz	Sprinter	9	11.51	2015	PLA-1079	05776008496	9BM5DVD9SVF359AHI	False
van	Fiat	Ducato	14	12.19	2016	PXZ-3788	38566837594	9BDWCN317ZIZEUS75	False
carro	Chevrolet	Spin	4	9.9	2016	PJM-5612	25303352318	9BGA17EXFO283WKWT	True
carro	Volkswagen	Gol	2	8.47	2017	POL-7460	42823464162	9BWKAQYKZI8E1J56U	False
carro	Ford	Ka	4	12.24	2017	OFX-3538	11127914932	9BFSAFUQFFMVKIVQW	False
carro	Volkswagen	Gol	4	11.07	2017	PDK-9909	69311655535	9BWUPTI063BDXDOZM	False
van	Fiat	Ducato	19	9.58	2014	PYI-7596	35768216916	9BDONKK2Y2AEJY88X	False
ute	Mercedes-Benz	Sprinter	1800	13.52	2016	PQN-0554	88234455197	9BMYAAFTS0HAYOTRC	False
carro	Volkswagen	Gol	4	12.08	2015	PNT-7403	30635451609	9BW6U569WGZIAUT1N	False
carro	Honda	Civic	4	8.91	2016	ONC-9395	57698081800	93HAP4SHRIUNVYW9C	False
van	Fiat	Ducato	12	11.98	2017	OOB-5190	96393211636	9BDACNBQ9HP6VFC70	False
carro	Ford	Ka+	4	11.76	2017	OBF-4522	38990968094	9BFWO9RCFLCIBS7XY	False
carro	Renault	Logan	4	13.99	2015	PXD-2366	24643611535	93Y6E8DHNVQ6VKHT4	False
carro	Honda	Civic	4	10.28	2016	PKD-0780	91786598541	93HU5A325A1V34RG5	False
carro	Chevrolet	Prisma	2	16.31	2015	PJU-3521	97209349844	9BGDV9OYC01023C6X	False
carro	Fiat	Uno	4	15.79	2017	PIN-2000	91658351787	9BDDC2SYGD5S1OFWH	False
ute	Mercedes-Benz	Sprinter	1800	9.09	2016	OTX-6164	37299465761	9BMGH83KG2NO1JAWK	False
van	Mercedes-Benz	Sprinter	13	11.31	2017	PLF-6672	95400074863	9BMGIM9OI3APVOORQ	False
carro	Ford	Ka+	4	11.56	2016	OWU-3804	62887717721	9BFGYVC5GLLC8FRW3	False
carro	Toyota	Corolla	4	10.45	2017	PZI-6898	85970523825	9BRSTUG1LXLGDVCTW	False
carro	Toyota	Corolla	2	8.64	2017	PAL-5969	37139998903	9BR9KKPGYZYJGSRJA	False
van	Fiat	Ducato	13	11.63	2017	PJK-8840	72782873044	9BDF3EPI7I7PI2I0Z	False
ute	Mercedes-Benz	Sprinter	1800	13.27	2015	PKH-9193	60620098909	9BMN8NMEIHU5A9UBB	False
van	Mercedes-Benz	Sprinter	17	9.38	2017	PAF-3441	72998285123	9BMK65P307TS1PJF6	False
carro	Honda	Civic	4	9.38	2017	PNI-1537	22684554474	93HDOM85JR7VILCKE	False
carro	Renault	Sandero	4	10.96	2017	PHS-7339	86802248386	93Y1Y8N307EAG2GLG	False
carro	Chevrolet	Spin	4	6.54	2017	PBO-5634	56074675626	9BG50HSO7U1VSK64Z	True
van	Mercedes-Benz	Sprinter	6	12.76	2017	PQH-1084	64832545515	9BM1CTKR6YAFC495P	False
carro	Renault	Sandero	4	8.31	2017	PDZ-7391	71220694078	93YNNHLWMVFIP6Q1M	False
van	Fiat	Ducato	12	11.42	2017	POF-9785	92534314463	9BD3RNH8H694VF6JE	False
carro	Chevrolet	Spin	4	12.08	2016	OCA-5222	37848124100	9BGWX3BJOPBG6PK7D	False
van	Fiat	Ducato	9	5.73	2016	PPJ-3505	44885971804	9BD7JYW7FD0SPGA13	True
ute	Mercedes-Benz	Sprinter	1800	14.24	2017	OSN-7689	92274120394	9BMKOM6WCQW53BA9P	False
van	Fiat	Ducato	15	8.38	2017	PHT-7579	37290555913	9BDRMOB2UT8J4EV5E	False
ute	Mercedes-Benz	Sprinter	1800	13.23	2017	PWM-1040	98525152786	9BMLY40RFG71N79MO	True
carro	Volkswagen	Gol	4	12.99	2016	PES-6385	32798368381	9BWLDZK90ILKD75QG	False
van	Mercedes-Benz	Sprinter	10	12.96	2017	PXC-1301	08282551710	9BMOWRJZ8LC1AXNKA	False
carro	Renault	Sandero	2	12.27	2015	PAZ-6606	74079589703	93Y5B9LO9WNN8D5RN	False
carro	Chevrolet	Prisma	4	7.86	2017	PMZ-6409	34554911560	9BG5ZFI6NERP6ZYMR	False
carro	Chevrolet	Prisma	2	10.46	2015	OIJ-7981	58397816276	9BGEY01VLOIUJC69Z	False
van	Fiat	Ducato	9	9.85	2016	PJS-0145	16749835641	9BD6UYKP0AKJQ8J6C	False
van	Fiat	Ducato	12	11.59	2015	PHF-9912	42895894785	9BDR5YFDVNO8XS429	False
carro	Fiat	Uno	4	10.82	2017	PSE-1149	84187629760	9BDWROMVXI89QQ47N	False
ute	Fiat	Ducato	1800	8.92	2017	PBK-8017	68416732116	9BDWO8NOLCN235X88	False
carro	Honda	Civic	4	13.67	2016	PRG-9174	28730143639	93HYR1O52YSDMF9TP	False
van	Mercedes-Benz	Sprinter	13	13.15	2017	OST-4936	88911052752	9BM44AN50XW68K6SA	False
van	Mercedes-Benz	Sprinter	9	9.76	2015	PSF-6652	31025922746	9BMFIJRM5N187R71F	False
van	Fiat	Ducato	14	11.69	2017	PZT-5083	54283045149	9BD8TB5JS46G9TL4P	False
carro	Honda	Civic	4	8.16	2017	OAL-9658	97619710459	93HU3RFF0BJM96Y92	False
ute	Fiat	Ducato	1800	14.8	2017	PXT-3355	48508936612	9BDL3K8L3MBEAVQE6	False
carro	Honda	Civic	4	13.77	2017	PMT-1669	31290185568	93HS39S963LDN2W1N	False
van	Fiat	Ducato	12	14.27	2017	PUV-7694	49053443161	9BDNFP9VZ2M3YM3L9	True
van	Mercedes-Benz	Sprinter	13	8.99	2017	OAV-0008	87625196647	9BMFWV4TEVMBVT8PN	False
van	Mercedes-Benz	Sprinter	12	8.9	2017	PXT-4992	74394611892	9BMMGIR6TQO1GC4LH	False
carro	Toyota	Corolla	4	7.28	2016	POB-8650	91196635999	9BRLEOMDNZ8CDJEJO	False
van	Mercedes-Benz	Sprinter	13	9.69	2015	PZT-9895	09852728518	9BMCEIFEAN5D1YSSS	False
van	Mercedes-Benz	Sprinter	14	14.19	2015	PXL-0104	17750696712	9BMC5VWT9X766OU5G	False
carro	Renault	Logan	4	10.43	2017	OMH-3125	25971784611	93YZKGR780EKZDJIA	False
carro	Ford	Ka+	4	10.48	2017	PVN-0125	50002442878	9BFR4HSNLXKB7FR19	False
carro	Fiat	Uno	4	11.78	2017	OGU-0356	31945928108	9BDYMT90F0YQEU2EH	False
carro	Honda	Civic	4	11.76	2014	PKO-0464	59604951225	93H275II0NDWRARN4	False
carro	Volkswagen	Gol	4	11.42	2017	PEY-5420	79090535531	9BW2IXVDUYO0XAPFP	False
carro	Toyota	Corolla	2	9.11	2017	PNZ-3668	23517773160	9BRQNFBJKY02NC98V	False
van	Fiat	Ducato	10	12.11	2016	PXW-1923	10356059954	9BDR65I8ZNCDIDQL0	False
carro	Toyota	Corolla	4	13.11	2015	PDT-8187	68618015850	9BRIFZNE0EJNHJ1FM	False
ute	Mercedes-Benz	Sprinter	1800	9.97	2017	OXQ-6803	26915483853	9BMZ936FI6D5KU5NP	True
carro	Chevrolet	Onix	4	7.99	2015	PXN-0237	81651193915	9BG6EMSHM4T87ENM4	False
van	Fiat	Ducato	10	11.31	2017	PHT-0737	16332001647	9BDCK6EWK7K462AOA	False
carro	Honda	Civic	4	15.31	2017	OMO-3757	68318917929	93H0FM5XJWHV26LT8	False
carro	Toyota	Corolla	4	9.64	2017	PXS-4937	01675696476	9BRBWQK4I02XL6B8O	False
carro	Ford	Ka+	4	11.75	2017	PWM-3235	29041191363	9BFT9L90ROBIR0S78	False
carro	Fiat	Uno	2	7.1	2015	PCN-0053	57706330059	9BDE5QC7USFJD804Y	False
carro	Toyota	Corolla	4	11.23	2017	PQH-5410	94145910763	9BRRJ8TKN0JZXZ56A	False
carro	Honda	Civic	4	10.59	2017	OFP-9007	42677049874	93H1VMZ90CIWWOXLV	False
carro	Renault	Sandero	4	6.15	2015	OVO-7648	55457432620	93Y6XWBDJ642FPDW9	False
carro	Toyota	Corolla	2	10.67	2017	POL-9630	41584789357	9BRGXLM31VTIKZA3F	False
carro	Toyota	Corolla	4	12.88	2017	PKQ-8388	66976273886	9BRCMX541UMTAAD1W	False
carro	Toyota	Corolla	2	11.86	2017	OFO-1842	48408358790	9BRVU32A7I1SB1YDE	False
van	Fiat	Ducato	11	9.25	2017	OYQ-2501	62193727354	9BDFJMTQRJM81A1YS	False
carro	Chevrolet	Prisma	2	13.87	2017	PAL-6042	28425694343	9BGFYQNMB3HI8OZCL	False
ute	Mercedes-Benz	Sprinter	1800	11.73	2015	PKN-2862	13261071882	9BMTC6LVP4EBHG9VU	False
carro	Volkswagen	Gol	4	12.9	2016	OJL-0444	55567481324	9BWTI6G4PNUYGPY6N	False
ute	Fiat	Ducato	1800	9.56	2017	PXU-9764	72858870432	9BDPOKKR880QBPAJP	False
van	Mercedes-Benz	Sprinter	13	4.77	2017	PMN-8865	12873631062	9BMX4VZB20AHEV7HW	False
carro	Honda	Civic	2	10.05	2017	PXY-0251	51670575994	93HR7JT9OF9V6OF92	False
carro	Volkswagen	Gol	4	9.55	2017	PSN-6964	74861479227	9BWUBIR1C01ILQR13	False
carro	Chevrolet	Spin	2	14.15	2015	PGE-9222	10792296338	9BG6V2ZWOJ0CUR4J0	False
carro	Toyota	Corolla	4	12.46	2017	PTA-0108	93470229236	9BRF157DDBF0MQRWD	False
van	Fiat	Ducato	11	14.2	2015	PPY-7373	79263627994	9BDDW5ZB9UZF7NHBM	False
carro	Chevrolet	Spin	4	10.57	2015	OEA-5211	89988698662	9BG1OLG50V3ZP6YU8	False
carro	Fiat	Uno	4	10.3	2017	PDU-4075	17102719918	9BDCMA133OVAQ3ZGV	False
carro	Volkswagen	Gol	4	10.17	2015	PBU-2981	93465404207	9BWE586OC2G8JF9CT	False
carro	Ford	Ka+	4	10.97	2017	PHH-0967	09101591089	9BF1IE9FL9OV55FYF	False
carro	Ford	Ka	4	11.44	2015	PTA-8449	61878820121	9BFGBVJ9C3P8PRHSX	False
carro	Ford	Ka	4	14.75	2015	PLU-0104	28045796151	9BF99MR1YFPXULV6X	False
carro	Volkswagen	Gol	4	11.87	2014	OOK-0551	12396269804	9BWHIU64CEY4XQL5R	False
carro	Toyota	Corolla	4	16.07	2017	PCL-8852	69708450629	9BR41GTWLQYFR8XL3	False
carro	Toyota	Corolla	2	11.35	2017	PAA-7735	68944546016	9BR7YDUPT6QW7QQLV	False
carro	Toyota	Corolla	4	14.35	2015	OHK-1989	87510242401	9BR5K967BRRNQ9T0R	False
van	Fiat	Ducato	5	9.09	2014	OIB-5031	51120402694	9BDUPCJ96XIPTBG6I	False
carro	Toyota	Corolla	4	12.91	2016	PUK-6589	57590239865	9BRJ7R3ZE02L3FLFK	False
carro	Toyota	Corolla	2	9.32	2017	PUB-6083	50313961236	9BRZOQLG5LSENN6TB	False
van	Mercedes-Benz	Sprinter	12	11.76	2015	PZJ-1192	59074378270	9BMCIHV4QBFJ3YHQQ	False
ute	Mercedes-Benz	Sprinter	1800	8.97	2014	OKP-9683	32878007011	9BMLJ2JQAIODMLTIM	False
van	Fiat	Ducato	15	13.5	2017	PLV-5683	75016944130	9BDPBRJTUM0SI7TR8	False
van	Mercedes-Benz	Sprinter	11	9.9	2016	PEE-6735	77157401754	9BMOPLQNT17471YOM	False
van	Fiat	Ducato	14	11.14	2017	PVB-2829	52108004569	9BDO3RDTN7Y7WSLNE	True
van	Fiat	Ducato	15	10.95	2016	OFA-2929	62317179970	9BDX3AWXAFWTPB6YZ	False
van	Fiat	Ducato	12	14.04	2014	PFQ-4322	69114257245	9BD4OCRE47T0LMYGL	False
carro	Volkswagen	Gol	4	15.42	2016	PQO-7806	85361484761	9BWKKIT6MT9LA84K9	False
carro	Fiat	Uno	4	9.68	2017	PKJ-8017	69118136346	9BD6SS2L0E94F05KQ	False
van	Mercedes-Benz	Sprinter	8	9.09	2014	PGC-1702	85824486953	9BMBL99R770QZ02C5	False
van	Mercedes-Benz	Sprinter	14	12.55	2017	OSM-5724	43471571543	9BMHYVCJ05KMFDBLU	False
carro	Renault	Sandero	4	8.22	2017	PCB-3178	54647172988	93YB3RFOPV4H4GHPB	False
ute	Fiat	Ducato	1800	9.51	2016	PDN-2731	26762190744	9BDS8RC6D1N11RNL2	False
van	Mercedes-Benz	Sprinter	19	11.36	2017	PPK-8946	47965442291	9BM6JJA9545SKGINA	False
van	Mercedes-Benz	Sprinter	10	9.46	2017	PVL-6374	57191076448	9BMXT05N9ZCXKQUI9	False
van	Fiat	Ducato	13	13.64	2017	PSK-9503	04359643624	9BD0I79UWJBJWQA8B	False
van	Fiat	Ducato	15	7.48	2017	PSA-9700	30940314154	9BDGOMCME76IJNF7Q	False
van	Mercedes-Benz	Sprinter	7	10.02	2017	PNY-8699	51833754395	9BM48Q0M1UJPAIBFW	False
carro	Chevrolet	Prisma	4	9.41	2017	PXM-0115	01158473174	9BG644PSUQ7KXJ4JY	False
carro	Volkswagen	Gol	4	14.94	2015	PHT-4834	95089548208	9BWIJOZGBMLJI0T7R	False
ute	Fiat	Ducato	1800	13.22	2014	PBA-3446	72096367714	9BD4UFVSKXUO9U36X	False
ute	Fiat	Ducato	1800	10.6	2017	PAC-4154	77693956371	9BDOGKI557MBZPEPS	True
van	Mercedes-Benz	Sprinter	10	14.12	2015	PXR-6140	68671825600	9BMKNYV5Z5Z8IA1AR	False
ute	Fiat	Ducato	1800	8.63	2017	PST-0209	87533697961	9BD9AAIGWVE5U5XKQ	False
carro	Ford	Ka	4	14.75	2014	PYS-6943	46686886834	9BFSYNQ4EUM9KIOIZ	False
carro	Chevrolet	Spin	4	9.3	2016	PJC-7001	30157996890	9BG6181W0C6N7VK35	False
carro	Renault	Logan	2	8.79	2017	PAD-1751	70809574151	93YTWN7V9GEFUM796	False
carro	Fiat	Uno	4	11.45	2015	PJI-3780	19590316807	9BDUXJKEXIY0KA6EE	False
carro	Ford	Ka+	4	10.04	2017	PWH-0771	80927478153	9BFKWLPM2BGGZ5TZR	False
van	Mercedes-Benz	Sprinter	13	10.7	2017	PET-2367	84680170783	9BMC3PI9XBUP8OON5	False
van	Mercedes-Benz	Sprinter	8	13.58	2017	PDY-1811	73200478513	9BMZ6JXMJD6K8JT8G	False
carro	Honda	Civic	4	11.32	2017	PWN-2272	78355297473	93HNSK2DFJ4XDTDKG	False
carro	Fiat	Uno	2	13.29	2017	PMT-3914	83679707371	9BDUPKHF1B9TQ6GXN	True
ute	Fiat	Ducato	1800	8.57	2017	PJA-5963	71651720106	9BDMFU2DQJ165749J	False
carro	Ford	Ka	4	9.83	2015	PNG-8067	47243313740	9BFGIGIJCKS0E6FGS	False
carro	Renault	Sandero	4	12.95	2014	PNX-4873	63683961963	93YPTF25ZO444ZHC4	False
van	Fiat	Ducato	10	7.98	2014	OVO-3335	39861194422	9BD6G7MJZOO5D2ZFM	False
carro	Ford	Ka	4	9.09	2015	OKG-0213	44515192166	9BFE3YTTEYCDECNEW	False
van	Mercedes-Benz	Sprinter	14	9.53	2017	PSA-8740	14699875825	9BML29MZ8RIFE3AL7	False
carro	Chevrolet	Spin	4	10.47	2014	PPR-2467	95465530099	9BG4RQBTSSTBTA4OH	False
carro	Volkswagen	Gol	4	11.67	2016	PRX-9586	04187032006	9BWAMIKDSI4TZCW11	False
carro	Chevrolet	Spin	4	11.26	2017	PRG-6889	40268945186	9BGPE05G46MJGBOWM	False
ute	Mercedes-Benz	Sprinter	1800	8.69	2017	PHS-8427	73115879081	9BM9E5I2PMSJOP47E	False
carro	Renault	Logan	4	10.46	2014	PFG-8497	86877736143	93YSNR9VBDH6KVJ4C	False
van	Fiat	Ducato	9	9.06	2017	OMF-9996	15164963160	9BDZ9IYTZ2V66F5NJ	False
carro	Honda	Civic	4	13.02	2014	PED-4648	89400257916	93HJ7AWOLV1SFIKNT	False
carro	Toyota	Corolla	4	12.67	2016	PJX-9643	58078107265	9BRP7PWHLF3QPBY2I	True
van	Fiat	Ducato	14	12.04	2015	PYA-6696	40952964446	9BD53WDU3API97JCZ	False
carro	Renault	Logan	2	9.53	2017	PLQ-6112	66625991891	93Y3RW7I9MDVVXZKF	False
carro	Honda	Civic	4	15.44	2015	ORF-0613	37306767592	93H3MA88W9KCEMWTD	False
van	Mercedes-Benz	Sprinter	15	13.39	2017	PST-6134	04348192280	9BMPKVZLYGYCNLVY0	False
van	Fiat	Ducato	15	9.22	2017	PMK-8049	70810945665	9BDGUOUPGW2Y6BS5E	False
carro	Renault	Logan	4	12.26	2017	PCQ-2748	38715973369	93Y3AX80A1MYZWDC7	False
carro	Chevrolet	Prisma	4	9.43	2017	OAX-7999	00359655968	9BG4DOLPJ4GWPA9JO	True
van	Mercedes-Benz	Sprinter	11	9.46	2017	PFL-8985	44593012497	9BMDO08PME4FU11H0	False
ute	Fiat	Ducato	1800	10.18	2015	PKO-4506	68886103569	9BDE107H95JL2NK90	False
carro	Toyota	Corolla	4	12.55	2014	PUU-5987	28698672469	9BR2JC15757OSSEXE	False
carro	Toyota	Corolla	2	12.19	2015	OBQ-1086	59445649669	9BR6AHI1XOG5T8YR8	False
carro	Ford	Ka+	4	13.11	2017	PFX-2435	63046943165	9BFHZ6TMZIJ78E0VA	False
